drug,term,count
filgrastim,ASPARTATE AMINOTRANSFERASE INCREASED,329
filgrastim,RENAL IMPAIRMENT,329
filgrastim,BLOOD CREATININE INCREASED,328
filgrastim,CYTOMEGALOVIRUS INFECTION,325
filgrastim,INTERSTITIAL LUNG DISEASE,324
filgrastim,COLITIS,318
filgrastim,ABDOMINAL PAIN UPPER,317
filgrastim,THROMBOSIS,317
filgrastim,LYMPHOPENIA,307
fluorouracil,DIARRHOEA,8344
fluorouracil,NEUTROPENIA,6088
fluorouracil,NAUSEA,6045
fluorouracil,VOMITING,4862
fluorouracil,OFF LABEL USE,3835
fluorouracil,FATIGUE,3700
fluorouracil,PYREXIA,3679
fluorouracil,THROMBOCYTOPENIA,3542
fluorouracil,DISEASE PROGRESSION,3513
fluorouracil,NEUROPATHY PERIPHERAL,3459
fluorouracil,FEBRILE NEUTROPENIA,3367
fluorouracil,ANAEMIA,3147
fluorouracil,ASTHENIA,3049
fluorouracil,DEATH,2913
fluorouracil,DECREASED APPETITE,2572
fluorouracil,DYSPNOEA,2449
fluorouracil,ABDOMINAL PAIN,2387
fluorouracil,MALIGNANT NEOPLASM PROGRESSION,2373
fluorouracil,MUCOSAL INFLAMMATION,2322
fluorouracil,DEHYDRATION,2103
fluorouracil,DRUG INEFFECTIVE,2093
fluorouracil,LEUKOPENIA,2016
fluorouracil,STOMATITIS,1944
fluorouracil,RASH,1884
fluorouracil,PULMONARY EMBOLISM,1665
fluorouracil,GENERAL PHYSICAL HEALTH DETERIORATION,1655
fluorouracil,SEPSIS,1611
fluorouracil,HYPERTENSION,1569
fluorouracil,PNEUMONIA,1481
fluorouracil,MALAISE,1460
fluorouracil,ACUTE KIDNEY INJURY,1428
fluorouracil,PAIN,1404
fluorouracil,ALOPECIA,1392
fluorouracil,INTERSTITIAL LUNG DISEASE,1388
fluorouracil,HYPOTENSION,1353
fluorouracil,NEUTROPHIL COUNT DECREASED,1306
fluorouracil,WHITE BLOOD CELL COUNT DECREASED,1301
fluorouracil,WEIGHT DECREASED,1295
fluorouracil,PARAESTHESIA,1246
fluorouracil,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1243
fluorouracil,HYPOKALAEMIA,1226
fluorouracil,CONSTIPATION,1210
fluorouracil,NEUROTOXICITY,1129
fluorouracil,ERYTHEMA,1116
fluorouracil,CHEST PAIN,1109
fluorouracil,DIZZINESS,1106
fluorouracil,NEOPLASM PROGRESSION,1106
fluorouracil,METASTASES TO LIVER,1094
fluorouracil,PLATELET COUNT DECREASED,1091
fluorouracil,CHILLS,1077
fluorouracil,TOXICITY TO VARIOUS AGENTS,1068
fluorouracil,PRODUCT USE IN UNAPPROVED INDICATION,943
fluorouracil,DEEP VEIN THROMBOSIS,941
fluorouracil,HEADACHE,922
fluorouracil,SEPTIC SHOCK,917
fluorouracil,MYELOSUPPRESSION,916
fluorouracil,HAEMOGLOBIN DECREASED,911
fluorouracil,HYPERSENSITIVITY,909
fluorouracil,RENAL FAILURE,908
fluorouracil,CONDITION AGGRAVATED,892
fluorouracil,PANCYTOPENIA,874
fluorouracil,DERMATITIS ACNEIFORM,864
fluorouracil,PRURITUS,852
fluorouracil,BONE MARROW FAILURE,851
fluorouracil,INFECTION,850
fluorouracil,SKIN TOXICITY,839
fluorouracil,RESPIRATORY FAILURE,770
fluorouracil,DYSPHAGIA,764
fluorouracil,EPISTAXIS,748
fluorouracil,COUGH,741
fluorouracil,BACK PAIN,732
fluorouracil,PLEURAL EFFUSION,730
fluorouracil,HYPOMAGNESAEMIA,727
fluorouracil,ABDOMINAL PAIN UPPER,719
fluorouracil,ATRIAL FIBRILLATION,706
fluorouracil,TACHYCARDIA,697
fluorouracil,CARDIAC FAILURE,693
fluorouracil,POLYNEUROPATHY,679
fluorouracil,ASCITES,678
fluorouracil,HYPONATRAEMIA,678
fluorouracil,PROTEINURIA,654
fluorouracil,METASTASES TO LUNG,650
fluorouracil,URINARY TRACT INFECTION,648
fluorouracil,RENAL IMPAIRMENT,643
fluorouracil,INTESTINAL OBSTRUCTION,636
fluorouracil,FALL,624
fluorouracil,OEDEMA PERIPHERAL,622
fluorouracil,BLOOD CREATININE INCREASED,616
fluorouracil,COLORECTAL CANCER METASTATIC,581
fluorouracil,COLITIS,577
fluorouracil,HAEMATOTOXICITY,575
fluorouracil,PERIPHERAL SENSORY NEUROPATHY,565
fluorouracil,CONFUSIONAL STATE,561
fluorouracil,THERAPY PARTIAL RESPONDER,555
fluorouracil,CARDIOTOXICITY,552
fluorouracil,ALANINE AMINOTRANSFERASE INCREASED,550
fluorouracil,SYNCOPE,550
fluorouracil,ARTERIOSPASM CORONARY,537
fluorouracil,INFUSION RELATED REACTION,533
fluorouracil,ASPARTATE AMINOTRANSFERASE INCREASED,532
doxorubicin,FEBRILE NEUTROPENIA,11219
doxorubicin,OFF LABEL USE,9350
doxorubicin,NEUTROPENIA,8107
doxorubicin,DISEASE PROGRESSION,7082
doxorubicin,PYREXIA,5538
doxorubicin,ALOPECIA,5437
doxorubicin,DRUG INEFFECTIVE,5124
doxorubicin,ANAEMIA,4752
doxorubicin,THROMBOCYTOPENIA,4667
doxorubicin,NAUSEA,4526
doxorubicin,DEATH,4171
doxorubicin,PNEUMONIA,3650
doxorubicin,PRODUCT USE IN UNAPPROVED INDICATION,3638
doxorubicin,SEPSIS,3634
doxorubicin,DIARRHOEA,3597
doxorubicin,VOMITING,3544
doxorubicin,FATIGUE,3314
doxorubicin,DYSPNOEA,2906
doxorubicin,PANCYTOPENIA,2823
doxorubicin,INFECTION,2800
doxorubicin,NEUROPATHY PERIPHERAL,2691
doxorubicin,MALIGNANT NEOPLASM PROGRESSION,2686
doxorubicin,MUCOSAL INFLAMMATION,2620
doxorubicin,PAIN,2348
doxorubicin,ASTHENIA,2281
doxorubicin,LEUKOPENIA,2196
doxorubicin,PSYCHOLOGICAL TRAUMA,2131
doxorubicin,WHITE BLOOD CELL COUNT DECREASED,2066
doxorubicin,SEPTIC SHOCK,1871
doxorubicin,ACUTE MYELOID LEUKAEMIA,1847
doxorubicin,ABDOMINAL PAIN,1804
doxorubicin,PLATELET COUNT DECREASED,1779
doxorubicin,INTERSTITIAL LUNG DISEASE,1768
doxorubicin,HYPOTENSION,1719
doxorubicin,CARDIAC FAILURE,1669
doxorubicin,MYELODYSPLASTIC SYNDROME,1625
doxorubicin,TOXICITY TO VARIOUS AGENTS,1599
doxorubicin,NEUTROPHIL COUNT DECREASED,1596
doxorubicin,RESPIRATORY FAILURE,1582
doxorubicin,CONSTIPATION,1554
doxorubicin,ACUTE KIDNEY INJURY,1544
doxorubicin,DECREASED APPETITE,1533
doxorubicin,ANXIETY,1477
doxorubicin,PRODUCT USE ISSUE,1459
doxorubicin,STOMATITIS,1457
doxorubicin,CARDIOTOXICITY,1424
doxorubicin,NEOPLASM PROGRESSION,1423
doxorubicin,PLEURAL EFFUSION,1413
doxorubicin,BONE MARROW FAILURE,1410
doxorubicin,GENERAL PHYSICAL HEALTH DETERIORATION,1408
doxorubicin,PULMONARY EMBOLISM,1398
doxorubicin,HAEMATOTOXICITY,1383
doxorubicin,HAIR COLOUR CHANGES,1331
doxorubicin,HEADACHE,1321
doxorubicin,HAIR TEXTURE ABNORMAL,1320
doxorubicin,COUGH,1293
doxorubicin,RASH,1262
doxorubicin,HAIR DISORDER,1254
doxorubicin,COVID-19,1244
doxorubicin,MYELOSUPPRESSION,1244
doxorubicin,DIFFUSE LARGE B-CELL LYMPHOMA,1243
doxorubicin,DEHYDRATION,1224
doxorubicin,SECOND PRIMARY MALIGNANCY,1222
doxorubicin,CONDITION AGGRAVATED,1208
doxorubicin,EMOTIONAL DISTRESS,1189
doxorubicin,WEIGHT DECREASED,1184
doxorubicin,RENAL FAILURE,1180
doxorubicin,HAEMOGLOBIN DECREASED,1166
doxorubicin,MADAROSIS,1146
doxorubicin,HYPERTENSION,1145
doxorubicin,MALAISE,1101
doxorubicin,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,1092
doxorubicin,DISEASE RECURRENCE,1086
doxorubicin,BACK PAIN,1083
doxorubicin,ATRIAL FIBRILLATION,1031
doxorubicin,DIZZINESS,1030
doxorubicin,EJECTION FRACTION DECREASED,1029
doxorubicin,DEEP VEIN THROMBOSIS,1020
doxorubicin,HYPOKALAEMIA,992
doxorubicin,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,990
doxorubicin,TUMOUR LYSIS SYNDROME,984
doxorubicin,PLASMA CELL MYELOMA,979
doxorubicin,CARDIOMYOPATHY,949
doxorubicin,URINARY TRACT INFECTION,941
doxorubicin,BONE PAIN,939
doxorubicin,LYMPHADENOPATHY,917
doxorubicin,CYTOKINE RELEASE SYNDROME,912
doxorubicin,THERAPY PARTIAL RESPONDER,898
doxorubicin,NEUTROPENIC SEPSIS,881
doxorubicin,ARTHRALGIA,879
doxorubicin,PNEUMONITIS,873
doxorubicin,CHILLS,852
doxorubicin,IMPAIRED QUALITY OF LIFE,844
doxorubicin,TACHYCARDIA,839
doxorubicin,BLOOD LACTATE DEHYDROGENASE INCREASED,834
doxorubicin,INFUSION RELATED REACTION,829
doxorubicin,MULTIPLE ORGAN DYSFUNCTION SYNDROME,823
doxorubicin,PNEUMOCYSTIS JIROVECII PNEUMONIA,822
doxorubicin,ALANINE AMINOTRANSFERASE INCREASED,817
doxorubicin,CYTOPENIA,798
gemcitabine,DISEASE PROGRESSION,4751
gemcitabine,OFF LABEL USE,4574
gemcitabine,THROMBOCYTOPENIA,4015
gemcitabine,NEUTROPENIA,3508
gemcitabine,ANAEMIA,3381
gemcitabine,MALIGNANT NEOPLASM PROGRESSION,3171
gemcitabine,NAUSEA,3093
gemcitabine,PYREXIA,2905
gemcitabine,DEATH,2747
gemcitabine,DRUG INEFFECTIVE,2515
gemcitabine,VOMITING,2488
gemcitabine,FATIGUE,2462
gemcitabine,DIARRHOEA,2375
gemcitabine,DYSPNOEA,1959
gemcitabine,FEBRILE NEUTROPENIA,1881
gemcitabine,ASTHENIA,1828
gemcitabine,PNEUMONIA,1583
gemcitabine,ABDOMINAL PAIN,1461
gemcitabine,PANCYTOPENIA,1362
gemcitabine,SEPSIS,1343
gemcitabine,PLATELET COUNT DECREASED,1319
gemcitabine,LEUKOPENIA,1274
gemcitabine,NEUROPATHY PERIPHERAL,1272
gemcitabine,DECREASED APPETITE,1266
gemcitabine,GENERAL PHYSICAL HEALTH DETERIORATION,1200
gemcitabine,RASH,1122
gemcitabine,NEOPLASM PROGRESSION,1118
gemcitabine,PULMONARY EMBOLISM,1078
gemcitabine,DEHYDRATION,1045
gemcitabine,ACUTE KIDNEY INJURY,1041
gemcitabine,MYELOSUPPRESSION,1027
gemcitabine,PLEURAL EFFUSION,994
gemcitabine,CONSTIPATION,967
gemcitabine,PRODUCT USE IN UNAPPROVED INDICATION,966
gemcitabine,PAIN,931
gemcitabine,THROMBOTIC MICROANGIOPATHY,924
gemcitabine,WHITE BLOOD CELL COUNT DECREASED,913
gemcitabine,OEDEMA PERIPHERAL,887
gemcitabine,HAEMOGLOBIN DECREASED,881
gemcitabine,NEUTROPHIL COUNT DECREASED,832
gemcitabine,INFECTION,754
gemcitabine,TOXICITY TO VARIOUS AGENTS,740
gemcitabine,WEIGHT DECREASED,736
gemcitabine,HYPOTENSION,734
gemcitabine,DEEP VEIN THROMBOSIS,733
gemcitabine,COUGH,726
gemcitabine,HYPERTENSION,700
gemcitabine,INTERSTITIAL LUNG DISEASE,688
gemcitabine,ASCITES,683
gemcitabine,MALAISE,667
gemcitabine,METASTASES TO LIVER,639
gemcitabine,RENAL FAILURE,635
gemcitabine,DIZZINESS,630
gemcitabine,MUCOSAL INFLAMMATION,612
gemcitabine,ERYTHEMA,611
gemcitabine,RESPIRATORY FAILURE,607
gemcitabine,HAEMATOTOXICITY,603
gemcitabine,CONDITION AGGRAVATED,592
gemcitabine,HEADACHE,578
gemcitabine,CHILLS,576
gemcitabine,BONE MARROW FAILURE,568
gemcitabine,PNEUMONITIS,567
gemcitabine,URINARY TRACT INFECTION,566
gemcitabine,ALOPECIA,560
gemcitabine,SEPTIC SHOCK,556
gemcitabine,PRURITUS,550
gemcitabine,ALANINE AMINOTRANSFERASE INCREASED,543
gemcitabine,CHEST PAIN,504
gemcitabine,CHOLANGITIS,491
gemcitabine,ASPARTATE AMINOTRANSFERASE INCREASED,479
gemcitabine,DRUG INTOLERANCE,472
gemcitabine,HYPONATRAEMIA,472
gemcitabine,CARDIAC FAILURE,466
gemcitabine,DISEASE RECURRENCE,460
gemcitabine,CONFUSIONAL STATE,458
gemcitabine,EPISTAXIS,449
gemcitabine,GASTROINTESTINAL HAEMORRHAGE,448
gemcitabine,PAIN IN EXTREMITY,443
gemcitabine,BACK PAIN,442
gemcitabine,TREATMENT FAILURE,440
gemcitabine,HYPOKALAEMIA,431
gemcitabine,BLOOD CREATININE INCREASED,430
gemcitabine,NEUTROPENIC SEPSIS,424
gemcitabine,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,422
gemcitabine,RENAL IMPAIRMENT,416
gemcitabine,METASTASES TO LUNG,409
gemcitabine,NEUROTOXICITY,407
gemcitabine,CYTOKINE RELEASE SYNDROME,397
gemcitabine,ATRIAL FIBRILLATION,394
gemcitabine,STOMATITIS,392
gemcitabine,PARAESTHESIA,391
gemcitabine,TACHYCARDIA,375
gemcitabine,THERAPY PARTIAL RESPONDER,367
gemcitabine,BLOOD LACTATE DEHYDROGENASE INCREASED,366
gemcitabine,HYPERSENSITIVITY,366
gemcitabine,METASTASES TO BONE,365
gemcitabine,COLITIS,363
gemcitabine,PANCREATIC CARCINOMA METASTATIC,363
gemcitabine,ACUTE MYELOID LEUKAEMIA,360
gemcitabine,ABDOMINAL PAIN UPPER,356
regorafenib,OFF LABEL USE,2025
regorafenib,FATIGUE,1704
regorafenib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,1405
regorafenib,DIARRHOEA,1368
regorafenib,DECREASED APPETITE,1058
regorafenib,ASTHENIA,913
regorafenib,DEATH,880
regorafenib,DYSPHONIA,804
regorafenib,NAUSEA,788
regorafenib,PYREXIA,734
regorafenib,PAIN IN EXTREMITY,732
regorafenib,HYPERTENSION,677
regorafenib,WEIGHT DECREASED,614
regorafenib,VOMITING,553
regorafenib,RASH,538
regorafenib,PAIN,510
regorafenib,HEPATOCELLULAR CARCINOMA,487
regorafenib,NEUROPATHY PERIPHERAL,480
regorafenib,ABDOMINAL PAIN,468
regorafenib,DYSPNOEA,446
regorafenib,DEHYDRATION,445
regorafenib,BLOOD PRESSURE INCREASED,437
regorafenib,BLISTER,435
regorafenib,DRUG INEFFECTIVE,421
regorafenib,HEADACHE,420
regorafenib,CONSTIPATION,406
regorafenib,MALAISE,397
regorafenib,ABDOMINAL PAIN UPPER,350
regorafenib,COLON CANCER,342
regorafenib,GAIT DISTURBANCE,339
regorafenib,SKIN EXFOLIATION,338
regorafenib,STOMATITIS,325
regorafenib,METASTASES TO LUNG,319
regorafenib,COLORECTAL CANCER METASTATIC,312
regorafenib,DISEASE PROGRESSION,306
regorafenib,HOSPITALISATION,305
regorafenib,ERYTHEMA,285
regorafenib,COLORECTAL CANCER,284
regorafenib,BACK PAIN,271
regorafenib,METASTASES TO LIVER,271
regorafenib,BLOOD BILIRUBIN INCREASED,260
regorafenib,PLATELET COUNT DECREASED,257
regorafenib,DRY SKIN,254
regorafenib,GENERAL PHYSICAL HEALTH DETERIORATION,254
regorafenib,DIZZINESS,238
regorafenib,PERIPHERAL SWELLING,212
regorafenib,ARTHRALGIA,209
regorafenib,PNEUMONIA,207
regorafenib,ASCITES,203
regorafenib,COUGH,202
regorafenib,MUSCLE SPASMS,196
regorafenib,CONFUSIONAL STATE,188
regorafenib,ANAEMIA,187
regorafenib,HEPATIC FUNCTION ABNORMAL,179
regorafenib,HYPOAESTHESIA,172
regorafenib,MALIGNANT NEOPLASM PROGRESSION,172
regorafenib,ASPARTATE AMINOTRANSFERASE INCREASED,170
regorafenib,ORAL PAIN,166
regorafenib,ALOPECIA,164
regorafenib,PRODUCT USE IN UNAPPROVED INDICATION,164
regorafenib,DRY MOUTH,163
regorafenib,CHEST PAIN,154
regorafenib,MUCOSAL INFLAMMATION,153
regorafenib,THROMBOCYTOPENIA,153
regorafenib,URINARY TRACT INFECTION,151
regorafenib,PRURITUS,149
regorafenib,ADVERSE DRUG REACTION,146
regorafenib,HYPERKERATOSIS,146
regorafenib,JAUNDICE,145
regorafenib,ALANINE AMINOTRANSFERASE INCREASED,144
regorafenib,SEPSIS,143
regorafenib,OROPHARYNGEAL PAIN,141
regorafenib,MYALGIA,140
regorafenib,FALL,139
regorafenib,OEDEMA PERIPHERAL,136
regorafenib,PARAESTHESIA,135
regorafenib,HEPATIC FAILURE,131
regorafenib,ABDOMINAL DISTENSION,129
regorafenib,INSOMNIA,129
regorafenib,DRUG INTOLERANCE,127
regorafenib,GASTROINTESTINAL STROMAL TUMOUR,126
regorafenib,EPISTAXIS,123
regorafenib,GAIT INABILITY,116
regorafenib,MYELOSUPPRESSION,115
regorafenib,DYSPHAGIA,114
regorafenib,SKIN FISSURES,111
regorafenib,BURNING SENSATION,109
regorafenib,CHILLS,109
regorafenib,LIVER DISORDER,109
regorafenib,RENAL IMPAIRMENT,108
regorafenib,HYPOTENSION,107
regorafenib,FEELING ABNORMAL,104
regorafenib,ABDOMINAL DISCOMFORT,102
regorafenib,ACUTE KIDNEY INJURY,102
regorafenib,MOBILITY DECREASED,102
regorafenib,MUSCULAR WEAKNESS,101
regorafenib,CARCINOEMBRYONIC ANTIGEN INCREASED,100
regorafenib,NEUTROPENIA,99
regorafenib,RECTAL CANCER,98
regorafenib,HEPATIC ENCEPHALOPATHY,94
selpercatinib,MALIGNANT NEOPLASM PROGRESSION,92
selpercatinib,DEATH,84
selpercatinib,FATIGUE,49
selpercatinib,HYPERSENSITIVITY,49
selpercatinib,RASH,49
selpercatinib,DIARRHOEA,48
selpercatinib,HYPERTENSION,48
selpercatinib,HEPATIC FUNCTION ABNORMAL,39
selpercatinib,PYREXIA,36
selpercatinib,DRUG INEFFECTIVE,34
selpercatinib,ALANINE AMINOTRANSFERASE INCREASED,32
selpercatinib,ELECTROCARDIOGRAM QT PROLONGED,32
selpercatinib,ASPARTATE AMINOTRANSFERASE INCREASED,31
selpercatinib,ASCITES,27
selpercatinib,DRY MOUTH,27
selpercatinib,BLOOD CREATININE INCREASED,26
selpercatinib,COUGH,26
selpercatinib,OFF LABEL USE,26
selpercatinib,THROMBOCYTOPENIA,26
selpercatinib,URINARY TRACT INFECTION,26
selpercatinib,NAUSEA,23
selpercatinib,ASTHENIA,22
selpercatinib,PLEURAL EFFUSION,22
selpercatinib,PULMONARY EMBOLISM,22
selpercatinib,BLOOD PRESSURE INCREASED,21
selpercatinib,LIVER FUNCTION TEST INCREASED,21
selpercatinib,OEDEMA PERIPHERAL,21
selpercatinib,DECREASED APPETITE,20
selpercatinib,GENERAL PHYSICAL HEALTH DETERIORATION,20
selpercatinib,HEADACHE,20
selpercatinib,PLATELET COUNT DECREASED,20
selpercatinib,HEPATOTOXICITY,17
selpercatinib,INFECTION,17
selpercatinib,DISEASE PROGRESSION,16
selpercatinib,OEDEMA,16
selpercatinib,DYSPHAGIA,15
selpercatinib,THERAPY INTERRUPTED,15
selpercatinib,VOMITING,15
selpercatinib,DIZZINESS,13
selpercatinib,PROTEINURIA,13
selpercatinib,WEIGHT DECREASED,13
selpercatinib,WEIGHT INCREASED,13
selpercatinib,DRUG-INDUCED LIVER INJURY,12
selpercatinib,HAEMATURIA,12
selpercatinib,HEPATIC ENZYME INCREASED,12
selpercatinib,HEPATIC FAILURE,12
selpercatinib,INFLAMMATORY MARKER INCREASED,12
selpercatinib,LIVER DISORDER,12
selpercatinib,THERAPY PARTIAL RESPONDER,12
selpercatinib,ABDOMINAL PAIN UPPER,11
selpercatinib,ARTHRALGIA,11
selpercatinib,DEHYDRATION,11
selpercatinib,FEBRILE INFECTION,11
selpercatinib,HYPERTRANSAMINASAEMIA,11
selpercatinib,PNEUMONIA,11
selpercatinib,TUMOUR ASSOCIATED FEVER,11
selpercatinib,URINARY TRACT INFECTION ENTEROCOCCAL,11
selpercatinib,ABDOMINAL PAIN,10
selpercatinib,ACUTE KIDNEY INJURY,10
selpercatinib,DYSPNOEA,10
selpercatinib,MALAISE,10
selpercatinib,SWELLING FACE,10
selpercatinib,COVID-19,9
selpercatinib,NEUTROPENIA,9
selpercatinib,PERICARDIAL EFFUSION,9
selpercatinib,PNEUMONITIS,9
selpercatinib,RENAL FAILURE,9
selpercatinib,RENAL IMPAIRMENT,9
selpercatinib,ABDOMINAL DISTENSION,8
selpercatinib,ANAEMIA,8
selpercatinib,ANXIETY,8
selpercatinib,CEREBROVASCULAR ACCIDENT,8
selpercatinib,CHYLOTHORAX,8
selpercatinib,DRUG RESISTANCE,8
selpercatinib,HYPONATRAEMIA,8
selpercatinib,MUCOSAL INFLAMMATION,8
selpercatinib,NEPHROPATHY TOXIC,8
selpercatinib,PARAESTHESIA,8
selpercatinib,PERIPHERAL SWELLING,8
selpercatinib,STOMATITIS,8
selpercatinib,TRANSAMINASES INCREASED,8
selpercatinib,WHITE BLOOD CELL COUNT DECREASED,8
selpercatinib,BLOOD BILIRUBIN INCREASED,7
selpercatinib,CHEST PAIN,7
selpercatinib,CONSTIPATION,7
selpercatinib,FUNGAL INFECTION,7
selpercatinib,GASTROOESOPHAGEAL REFLUX DISEASE,7
selpercatinib,HEART RATE INCREASED,7
selpercatinib,HYPERCALCAEMIA,7
selpercatinib,HYPOCALCAEMIA,7
selpercatinib,JOINT SWELLING,7
selpercatinib,NEUROPATHY PERIPHERAL,7
selpercatinib,PAIN,7
selpercatinib,VISUAL IMPAIRMENT,7
selpercatinib,ALOPECIA,6
selpercatinib,BLOOD ALKALINE PHOSPHATASE INCREASED,6
selpercatinib,BLOOD CALCITONIN INCREASED,6
selpercatinib,CHRONIC KIDNEY DISEASE,6
selpercatinib,CUSHING^S SYNDROME,6
selpercatinib,DEEP VEIN THROMBOSIS,6
remdesivir,OFF LABEL USE,2140
remdesivir,ALANINE AMINOTRANSFERASE INCREASED,1079
remdesivir,COVID-19,919
remdesivir,DEATH,838
remdesivir,ASPARTATE AMINOTRANSFERASE INCREASED,743
remdesivir,DRUG INEFFECTIVE,713
remdesivir,ACUTE KIDNEY INJURY,688
remdesivir,BRADYCARDIA,672
remdesivir,RESPIRATORY FAILURE,521
remdesivir,COVID-19 PNEUMONIA,512
remdesivir,LIVER FUNCTION TEST INCREASED,467
remdesivir,BLOOD CREATININE INCREASED,368
remdesivir,CONDITION AGGRAVATED,358
remdesivir,PNEUMONIA,316
remdesivir,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,311
remdesivir,HYPOTENSION,296
remdesivir,CARDIAC ARREST,289
remdesivir,RENAL IMPAIRMENT,279
remdesivir,HYPOXIA,268
remdesivir,SEPTIC SHOCK,268
remdesivir,DYSPNOEA,256
remdesivir,HEPATIC ENZYME INCREASED,229
remdesivir,MULTIPLE ORGAN DYSFUNCTION SYNDROME,228
remdesivir,THERAPY CESSATION,226
remdesivir,OXYGEN SATURATION DECREASED,221
remdesivir,MATERNAL EXPOSURE DURING PREGNANCY,216
remdesivir,PRODUCT USE IN UNAPPROVED INDICATION,210
remdesivir,TRANSAMINASES INCREASED,206
remdesivir,DRUG INTERACTION,204
remdesivir,BRONCHOPULMONARY ASPERGILLOSIS,188
remdesivir,ACUTE RESPIRATORY DISTRESS SYNDROME,186
remdesivir,PYREXIA,185
remdesivir,SEPSIS,179
remdesivir,ACUTE RESPIRATORY FAILURE,174
remdesivir,RENAL FAILURE,170
remdesivir,NO ADVERSE EVENT,157
remdesivir,FOETAL EXPOSURE DURING PREGNANCY,148
remdesivir,INFUSION SITE EXTRAVASATION,144
remdesivir,INFUSION RELATED REACTION,137
remdesivir,GENERAL PHYSICAL HEALTH DETERIORATION,135
remdesivir,EXPOSURE DURING PREGNANCY,130
remdesivir,PULMONARY EMBOLISM,130
remdesivir,SINUS BRADYCARDIA,128
remdesivir,ATRIAL FIBRILLATION,122
remdesivir,GLOMERULAR FILTRATION RATE DECREASED,122
remdesivir,PNEUMONIA BACTERIAL,119
remdesivir,PREMATURE DELIVERY,118
remdesivir,PRODUCT USE ISSUE,117
remdesivir,THERAPY INTERRUPTED,117
remdesivir,PNEUMOTHORAX,113
remdesivir,PREMATURE BABY,113
remdesivir,NAUSEA,112
remdesivir,THROMBOCYTOPENIA,112
remdesivir,ELECTROCARDIOGRAM QT PROLONGED,110
remdesivir,INTENTIONAL PRODUCT USE ISSUE,105
remdesivir,DISEASE PROGRESSION,104
remdesivir,HEPATIC FUNCTION ABNORMAL,102
remdesivir,SHOCK,101
remdesivir,CARDIO-RESPIRATORY ARREST,97
remdesivir,INTERNATIONAL NORMALISED RATIO INCREASED,97
remdesivir,RASH,95
remdesivir,TACHYCARDIA,95
remdesivir,SARS-COV-2 TEST POSITIVE,90
remdesivir,HEART RATE DECREASED,88
remdesivir,PRODUCT PREPARATION ERROR,85
remdesivir,BLOOD ALKALINE PHOSPHATASE INCREASED,81
remdesivir,HYPERTENSION,81
remdesivir,COUGH,80
remdesivir,RESPIRATORY DISTRESS,80
remdesivir,THERAPY NON-RESPONDER,80
remdesivir,VOMITING,80
remdesivir,PULSELESS ELECTRICAL ACTIVITY,79
remdesivir,BLOOD BILIRUBIN INCREASED,77
remdesivir,ASPERGILLUS INFECTION,74
remdesivir,DISSEMINATED INTRAVASCULAR COAGULATION,74
remdesivir,DIARRHOEA,73
remdesivir,MUCORMYCOSIS,73
remdesivir,LEUKOPENIA,72
remdesivir,HYPERTRANSAMINASAEMIA,71
remdesivir,CHILLS,70
remdesivir,DRUG-INDUCED LIVER INJURY,69
remdesivir,HYPERGLYCAEMIA,69
remdesivir,GASTROINTESTINAL HAEMORRHAGE,68
remdesivir,RESPIRATORY DISORDER,68
remdesivir,PNEUMONIA ASPIRATION,67
remdesivir,ASTHENIA,66
remdesivir,STAPHYLOCOCCAL INFECTION,66
remdesivir,LIVER INJURY,65
remdesivir,METABOLIC ACIDOSIS,63
remdesivir,ANAEMIA,62
remdesivir,HYPERKALAEMIA,62
remdesivir,BLOOD UREA INCREASED,61
remdesivir,HAEMODIALYSIS,61
remdesivir,NEUTROPENIA,61
remdesivir,PAIN,61
remdesivir,RECALLED PRODUCT ADMINISTERED,61
remdesivir,DEEP VEIN THROMBOSIS,60
remdesivir,SHOCK HAEMORRHAGIC,60
remdesivir,BLOOD PRESSURE DECREASED,59
remdesivir,CHEST PAIN,59
enoxaparin,OFF LABEL USE,4271
enoxaparin,DYSPNOEA,3794
enoxaparin,NAUSEA,3592
enoxaparin,DIARRHOEA,3465
enoxaparin,PYREXIA,3458
enoxaparin,ANAEMIA,3329
enoxaparin,FATIGUE,2994
enoxaparin,THROMBOCYTOPENIA,2876
enoxaparin,VOMITING,2851
enoxaparin,PNEUMONIA,2769
enoxaparin,ACUTE KIDNEY INJURY,2760
enoxaparin,DEATH,2662
enoxaparin,PULMONARY EMBOLISM,2548
enoxaparin,HYPOTENSION,2385
enoxaparin,ASTHENIA,2255
enoxaparin,PAIN,2108
enoxaparin,FALL,2104
enoxaparin,DRUG INTERACTION,2067
enoxaparin,DRUG INEFFECTIVE,2031
enoxaparin,DEEP VEIN THROMBOSIS,2006
enoxaparin,HAEMORRHAGE,1927
enoxaparin,ABDOMINAL PAIN,1881
enoxaparin,HEADACHE,1871
enoxaparin,SEPSIS,1848
enoxaparin,HAEMOGLOBIN DECREASED,1834
enoxaparin,NEUTROPENIA,1832
enoxaparin,DIZZINESS,1721
enoxaparin,RASH,1689
