tumor,drug,results
Ampullary Dysplasia,cabozantinib,0
Ampullary Dysplasia,deruxtecan trastuzumab,0
Ampullary Dysplasia,ramucirumab,0
Ampullary Dysplasia,atezolizumab,0
Ampullary Dysplasia,bevacizumab,0
Ampullary Dysplasia,olaparib,0
Ampullary Dysplasia,trametinib,0
Ampullary Dysplasia,ribociclib,0
Ampullary Dysplasia,durvalumab,0
Ampullary Dysplasia,lenvatinib,0
Ampullary Dysplasia,palbociclib,0
Ampullary Dysplasia,trifluridine tipiracil,0
Ampullary Dysplasia,ipilimumab,0
Ampullary Dysplasia,pazopanib,0
Ampullary Dysplasia,crizotinib,0
Ampullary Dysplasia,trabectedin,0
Ampullary Dysplasia,avelumab,0
Ampullary Dysplasia,lorlatinib,0
Ampullary Dysplasia,enzalutamide,0
Ampullary Dysplasia,afatinib,0
Ampullary Dysplasia,capecitabine,0
Ampullary Dysplasia,cetuximab,0
Ampullary Dysplasia,paclitaxel albumin,0
Ampullary Dysplasia,aflibercept,0
Ampullary Dysplasia,sacituzumab govitecan,0
Ampullary Dysplasia,eribulin,0
Ampullary Dysplasia,paclitaxel,0
Ampullary Dysplasia,sodium chloride,0
Ampullary Dysplasia,encorafenib,0
Ampullary Dysplasia,everolimus,0
Ampullary Dysplasia,vinorelbine,0
Ampullary Dysplasia,pemetrexed,0
Ampullary Dysplasia,binimetinib,0
Ampullary Dysplasia,carboplatin,0
Ampullary Dysplasia,abiraterone,0
Ampullary Dysplasia,denosumab,0
Ampullary Dysplasia,everolimus,0
Ampullary Dysplasia,filgrastim,0
Ampullary Dysplasia,fluorouracil,0
Ampullary Dysplasia,doxorubicin,0
Ampullary Dysplasia,gemcitabine,1
Ampullary Dysplasia,regorafenib,0
Ampullary Dysplasia,selpercatinib,0
Ampullary Dysplasia,remdesivir,0
Ampullary Dysplasia,enoxaparin,0
Ampullary Dysplasia,irinotecan,0
Ampullary Dysplasia,nintedanib,0
Ampullary Dysplasia,plerixafor,0
Ampullary Dysplasia,alpelisib,0
Ampullary Dysplasia,rucaparib,0
Ampullary Dysplasia,temozolomide,0
Ampullary Dysplasia,oxaliplatin,0
Ampullary Dysplasia,sotorasib,0
Gastrointestinal Dysplastic Polyp,pembrolizumab,0
Gastrointestinal Dysplastic Polyp,osimertinib,0
Gastrointestinal Dysplastic Polyp,nivolumab,0
Gastrointestinal Dysplastic Polyp,abemaciclib,0
Gastrointestinal Dysplastic Polyp,emtansine trastuzumab,0
Gastrointestinal Dysplastic Polyp,pertuzumab,0
Gastrointestinal Dysplastic Polyp,panitumumab,0
Gastrointestinal Dysplastic Polyp,alectinib,0
Gastrointestinal Dysplastic Polyp,dabrafenib,0
Gastrointestinal Dysplastic Polyp,niraparib,0
Gastrointestinal Dysplastic Polyp,trastuzumab,0
Gastrointestinal Dysplastic Polyp,cabozantinib,0
Gastrointestinal Dysplastic Polyp,deruxtecan trastuzumab,0
Gastrointestinal Dysplastic Polyp,ramucirumab,0
Gastrointestinal Dysplastic Polyp,atezolizumab,0
Gastrointestinal Dysplastic Polyp,bevacizumab,1
Gastrointestinal Dysplastic Polyp,olaparib,0
Gastrointestinal Dysplastic Polyp,trametinib,0
Gastrointestinal Dysplastic Polyp,ribociclib,0
Gastrointestinal Dysplastic Polyp,durvalumab,0
Gastrointestinal Dysplastic Polyp,lenvatinib,0
Gastrointestinal Dysplastic Polyp,palbociclib,0
Gastrointestinal Dysplastic Polyp,trifluridine tipiracil,0
Gastrointestinal Dysplastic Polyp,ipilimumab,0
Gastrointestinal Dysplastic Polyp,pazopanib,0
Gastrointestinal Dysplastic Polyp,crizotinib,0
Gastrointestinal Dysplastic Polyp,trabectedin,0
Gastrointestinal Dysplastic Polyp,avelumab,0
Gastrointestinal Dysplastic Polyp,lorlatinib,0
Gastrointestinal Dysplastic Polyp,enzalutamide,0
Gastrointestinal Dysplastic Polyp,afatinib,0
Gastrointestinal Dysplastic Polyp,capecitabine,0
Gastrointestinal Dysplastic Polyp,cetuximab,1
Gastrointestinal Dysplastic Polyp,paclitaxel albumin,0
Gastrointestinal Dysplastic Polyp,aflibercept,0
Gastrointestinal Dysplastic Polyp,sacituzumab govitecan,0
Gastrointestinal Dysplastic Polyp,eribulin,0
Gastrointestinal Dysplastic Polyp,paclitaxel,0
Gastrointestinal Dysplastic Polyp,sodium chloride,1
Gastrointestinal Dysplastic Polyp,encorafenib,0
Gastrointestinal Dysplastic Polyp,everolimus,0
Gastrointestinal Dysplastic Polyp,vinorelbine,0
Gastrointestinal Dysplastic Polyp,pemetrexed,0
Gastrointestinal Dysplastic Polyp,binimetinib,0
Gastrointestinal Dysplastic Polyp,carboplatin,0
Gastrointestinal Dysplastic Polyp,abiraterone,0
Gastrointestinal Dysplastic Polyp,denosumab,0
Gastrointestinal Dysplastic Polyp,everolimus,0
Gastrointestinal Dysplastic Polyp,filgrastim,0
Gastrointestinal Dysplastic Polyp,fluorouracil,0
Gastrointestinal Dysplastic Polyp,doxorubicin,0
Gastrointestinal Dysplastic Polyp,gemcitabine,0
Gastrointestinal Dysplastic Polyp,regorafenib,0
Gastrointestinal Dysplastic Polyp,selpercatinib,0
Gastrointestinal Dysplastic Polyp,remdesivir,0
Gastrointestinal Dysplastic Polyp,enoxaparin,0
Gastrointestinal Dysplastic Polyp,irinotecan,0
Gastrointestinal Dysplastic Polyp,nintedanib,0
Gastrointestinal Dysplastic Polyp,plerixafor,0
Gastrointestinal Dysplastic Polyp,alpelisib,0
Gastrointestinal Dysplastic Polyp,rucaparib,0
Gastrointestinal Dysplastic Polyp,temozolomide,0
Gastrointestinal Dysplastic Polyp,oxaliplatin,0
Gastrointestinal Dysplastic Polyp,sotorasib,0
Colorectal Carcinoma In Situ,pembrolizumab,3
Colorectal Carcinoma In Situ,osimertinib,0
Colorectal Carcinoma In Situ,nivolumab,2
Colorectal Carcinoma In Situ,abemaciclib,0
Colorectal Carcinoma In Situ,emtansine trastuzumab,2
Colorectal Carcinoma In Situ,pertuzumab,5
Colorectal Carcinoma In Situ,panitumumab,20
Colorectal Carcinoma In Situ,alectinib,0
Colorectal Carcinoma In Situ,dabrafenib,0
Colorectal Carcinoma In Situ,niraparib,0
Colorectal Carcinoma In Situ,trastuzumab,23
Colorectal Carcinoma In Situ,cabozantinib,1
Colorectal Carcinoma In Situ,deruxtecan trastuzumab,4
Colorectal Carcinoma In Situ,ramucirumab,1
Colorectal Carcinoma In Situ,atezolizumab,3
Colorectal Carcinoma In Situ,bevacizumab,24
Colorectal Carcinoma In Situ,olaparib,0
Colorectal Carcinoma In Situ,trametinib,0
Colorectal Carcinoma In Situ,ribociclib,0
Colorectal Carcinoma In Situ,durvalumab,0
Colorectal Carcinoma In Situ,lenvatinib,0
Colorectal Carcinoma In Situ,palbociclib,1
Colorectal Carcinoma In Situ,trifluridine tipiracil,1
Colorectal Carcinoma In Situ,ipilimumab,0
Colorectal Carcinoma In Situ,pazopanib,0
Colorectal Carcinoma In Situ,crizotinib,9
Colorectal Carcinoma In Situ,trabectedin,0
Colorectal Carcinoma In Situ,avelumab,0
Colorectal Carcinoma In Situ,lorlatinib,0
Colorectal Carcinoma In Situ,enzalutamide,0
Colorectal Carcinoma In Situ,afatinib,1
Colorectal Carcinoma In Situ,capecitabine,16
Colorectal Carcinoma In Situ,cetuximab,58
Colorectal Carcinoma In Situ,paclitaxel albumin,0
Colorectal Carcinoma In Situ,aflibercept,0
Colorectal Carcinoma In Situ,sacituzumab govitecan,0
Colorectal Carcinoma In Situ,eribulin,0
Colorectal Carcinoma In Situ,paclitaxel,7
Colorectal Carcinoma In Situ,sodium chloride,5
Colorectal Carcinoma In Situ,encorafenib,0
Colorectal Carcinoma In Situ,everolimus,0
Colorectal Carcinoma In Situ,vinorelbine,0
Colorectal Carcinoma In Situ,pemetrexed,5
Colorectal Carcinoma In Situ,binimetinib,0
Colorectal Carcinoma In Situ,carboplatin,2
Colorectal Carcinoma In Situ,abiraterone,0
Colorectal Carcinoma In Situ,denosumab,0
Colorectal Carcinoma In Situ,everolimus,0
Colorectal Carcinoma In Situ,filgrastim,0
Colorectal Carcinoma In Situ,fluorouracil,118
Colorectal Carcinoma In Situ,doxorubicin,29
Colorectal Carcinoma In Situ,gemcitabine,4
Colorectal Carcinoma In Situ,regorafenib,4
Colorectal Carcinoma In Situ,selpercatinib,0
Colorectal Carcinoma In Situ,remdesivir,0
Colorectal Carcinoma In Situ,enoxaparin,0
Colorectal Carcinoma In Situ,irinotecan,42
Colorectal Carcinoma In Situ,nintedanib,0
Colorectal Carcinoma In Situ,plerixafor,0
Colorectal Carcinoma In Situ,alpelisib,0
Colorectal Carcinoma In Situ,rucaparib,0
Colorectal Carcinoma In Situ,temozolomide,3
Colorectal Carcinoma In Situ,oxaliplatin,52
Colorectal Carcinoma In Situ,sotorasib,0
Duodenal Dysplasia,pembrolizumab,0
Duodenal Dysplasia,osimertinib,0
Duodenal Dysplasia,nivolumab,0
Duodenal Dysplasia,abemaciclib,0
Duodenal Dysplasia,emtansine trastuzumab,0
Duodenal Dysplasia,pertuzumab,0
Duodenal Dysplasia,panitumumab,0
Duodenal Dysplasia,alectinib,0
Duodenal Dysplasia,dabrafenib,0
Duodenal Dysplasia,niraparib,0
Duodenal Dysplasia,trastuzumab,0
Duodenal Dysplasia,cabozantinib,0
Duodenal Dysplasia,deruxtecan trastuzumab,0
Duodenal Dysplasia,ramucirumab,0
Duodenal Dysplasia,atezolizumab,0
Duodenal Dysplasia,bevacizumab,0
Duodenal Dysplasia,olaparib,0
Duodenal Dysplasia,trametinib,0
Duodenal Dysplasia,ribociclib,0
Duodenal Dysplasia,durvalumab,0
Duodenal Dysplasia,lenvatinib,0
Duodenal Dysplasia,palbociclib,0
Duodenal Dysplasia,trifluridine tipiracil,0
Duodenal Dysplasia,ipilimumab,0
Duodenal Dysplasia,pazopanib,0
Duodenal Dysplasia,crizotinib,0
Duodenal Dysplasia,trabectedin,0
Duodenal Dysplasia,avelumab,0
Duodenal Dysplasia,lorlatinib,0
Duodenal Dysplasia,enzalutamide,0
Duodenal Dysplasia,afatinib,0
Duodenal Dysplasia,capecitabine,0
Duodenal Dysplasia,cetuximab,0
Duodenal Dysplasia,paclitaxel albumin,0
Duodenal Dysplasia,aflibercept,0
Duodenal Dysplasia,sacituzumab govitecan,0
Duodenal Dysplasia,eribulin,0
Duodenal Dysplasia,paclitaxel,0
Duodenal Dysplasia,sodium chloride,1
Duodenal Dysplasia,encorafenib,0
Duodenal Dysplasia,everolimus,0
Duodenal Dysplasia,vinorelbine,0
Duodenal Dysplasia,pemetrexed,0
Duodenal Dysplasia,binimetinib,0
Duodenal Dysplasia,carboplatin,0
Duodenal Dysplasia,abiraterone,0
Duodenal Dysplasia,denosumab,0
Duodenal Dysplasia,everolimus,0
Duodenal Dysplasia,filgrastim,0
Duodenal Dysplasia,fluorouracil,1
Duodenal Dysplasia,doxorubicin,0
Duodenal Dysplasia,gemcitabine,0
Duodenal Dysplasia,regorafenib,0
Duodenal Dysplasia,selpercatinib,0
Duodenal Dysplasia,remdesivir,0
Duodenal Dysplasia,enoxaparin,0
Duodenal Dysplasia,irinotecan,0
Duodenal Dysplasia,nintedanib,0
Duodenal Dysplasia,plerixafor,0
Duodenal Dysplasia,alpelisib,0
Duodenal Dysplasia,rucaparib,0
Duodenal Dysplasia,temozolomide,0
Duodenal Dysplasia,oxaliplatin,0
Duodenal Dysplasia,sotorasib,0
Gastrointestinal Mucinous Adenocarcinoma,pembrolizumab,1
Gastrointestinal Mucinous Adenocarcinoma,osimertinib,0
Gastrointestinal Mucinous Adenocarcinoma,nivolumab,0
Gastrointestinal Mucinous Adenocarcinoma,abemaciclib,0
Gastrointestinal Mucinous Adenocarcinoma,emtansine trastuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,pertuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,panitumumab,4
Gastrointestinal Mucinous Adenocarcinoma,alectinib,0
Gastrointestinal Mucinous Adenocarcinoma,dabrafenib,0
Gastrointestinal Mucinous Adenocarcinoma,niraparib,0
Gastrointestinal Mucinous Adenocarcinoma,trastuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,cabozantinib,0
Gastrointestinal Mucinous Adenocarcinoma,deruxtecan trastuzumab,0
Gastrointestinal Mucinous Adenocarcinoma,ramucirumab,1
Gastrointestinal Mucinous Adenocarcinoma,atezolizumab,0
Gastrointestinal Mucinous Adenocarcinoma,bevacizumab,16
Gastrointestinal Mucinous Adenocarcinoma,olaparib,0
Gastrointestinal Mucinous Adenocarcinoma,trametinib,0
Gastrointestinal Mucinous Adenocarcinoma,ribociclib,0
Gastrointestinal Mucinous Adenocarcinoma,durvalumab,0
Gastrointestinal Mucinous Adenocarcinoma,lenvatinib,0
Gastrointestinal Mucinous Adenocarcinoma,palbociclib,0
Gastrointestinal Mucinous Adenocarcinoma,trifluridine tipiracil,0
Gastrointestinal Mucinous Adenocarcinoma,ipilimumab,0
Gastrointestinal Mucinous Adenocarcinoma,pazopanib,0
Gastrointestinal Mucinous Adenocarcinoma,crizotinib,0
Gastrointestinal Mucinous Adenocarcinoma,trabectedin,0
Gastrointestinal Mucinous Adenocarcinoma,avelumab,1
Gastrointestinal Mucinous Adenocarcinoma,lorlatinib,0
Gastrointestinal Mucinous Adenocarcinoma,enzalutamide,0
Gastrointestinal Mucinous Adenocarcinoma,afatinib,0
Gastrointestinal Mucinous Adenocarcinoma,capecitabine,17
Gastrointestinal Mucinous Adenocarcinoma,cetuximab,3
Gastrointestinal Mucinous Adenocarcinoma,paclitaxel albumin,0
Gastrointestinal Mucinous Adenocarcinoma,aflibercept,0
Gastrointestinal Mucinous Adenocarcinoma,sacituzumab govitecan,0
Gastrointestinal Mucinous Adenocarcinoma,eribulin,0
Gastrointestinal Mucinous Adenocarcinoma,paclitaxel,7
Gastrointestinal Mucinous Adenocarcinoma,sodium chloride,1
Gastrointestinal Mucinous Adenocarcinoma,encorafenib,1
Gastrointestinal Mucinous Adenocarcinoma,everolimus,1
Gastrointestinal Mucinous Adenocarcinoma,vinorelbine,0
Gastrointestinal Mucinous Adenocarcinoma,pemetrexed,0
Gastrointestinal Mucinous Adenocarcinoma,binimetinib,1
Gastrointestinal Mucinous Adenocarcinoma,carboplatin,6
Gastrointestinal Mucinous Adenocarcinoma,abiraterone,0
Gastrointestinal Mucinous Adenocarcinoma,denosumab,0
Gastrointestinal Mucinous Adenocarcinoma,everolimus,1
Gastrointestinal Mucinous Adenocarcinoma,filgrastim,0
Gastrointestinal Mucinous Adenocarcinoma,fluorouracil,43
Gastrointestinal Mucinous Adenocarcinoma,doxorubicin,10
Gastrointestinal Mucinous Adenocarcinoma,gemcitabine,6
Gastrointestinal Mucinous Adenocarcinoma,regorafenib,1
Gastrointestinal Mucinous Adenocarcinoma,selpercatinib,0
Gastrointestinal Mucinous Adenocarcinoma,remdesivir,0
Gastrointestinal Mucinous Adenocarcinoma,enoxaparin,0
Gastrointestinal Mucinous Adenocarcinoma,irinotecan,10
Gastrointestinal Mucinous Adenocarcinoma,nintedanib,0
Gastrointestinal Mucinous Adenocarcinoma,plerixafor,0
Gastrointestinal Mucinous Adenocarcinoma,alpelisib,0
Gastrointestinal Mucinous Adenocarcinoma,rucaparib,0
Gastrointestinal Mucinous Adenocarcinoma,temozolomide,0
Gastrointestinal Mucinous Adenocarcinoma,oxaliplatin,21
Gastrointestinal Mucinous Adenocarcinoma,sotorasib,0
Small Intestine Dysplasia,pembrolizumab,0
Small Intestine Dysplasia,osimertinib,0
Small Intestine Dysplasia,nivolumab,0
Small Intestine Dysplasia,abemaciclib,0
Small Intestine Dysplasia,emtansine trastuzumab,0
Small Intestine Dysplasia,pertuzumab,0
Small Intestine Dysplasia,panitumumab,0
Small Intestine Dysplasia,alectinib,0
Small Intestine Dysplasia,dabrafenib,0
Small Intestine Dysplasia,niraparib,0
Small Intestine Dysplasia,trastuzumab,0
Small Intestine Dysplasia,cabozantinib,0
Small Intestine Dysplasia,deruxtecan trastuzumab,0
Small Intestine Dysplasia,ramucirumab,0
Small Intestine Dysplasia,atezolizumab,0
Small Intestine Dysplasia,bevacizumab,0
Small Intestine Dysplasia,olaparib,0
Small Intestine Dysplasia,trametinib,0
Small Intestine Dysplasia,ribociclib,0
Small Intestine Dysplasia,durvalumab,0
Small Intestine Dysplasia,lenvatinib,0
Small Intestine Dysplasia,palbociclib,0
Small Intestine Dysplasia,trifluridine tipiracil,0
Small Intestine Dysplasia,ipilimumab,0
Small Intestine Dysplasia,pazopanib,0
Small Intestine Dysplasia,crizotinib,0
Small Intestine Dysplasia,trabectedin,0
Small Intestine Dysplasia,avelumab,0
Small Intestine Dysplasia,lorlatinib,0
Small Intestine Dysplasia,enzalutamide,0
Small Intestine Dysplasia,afatinib,0
Small Intestine Dysplasia,capecitabine,1
Small Intestine Dysplasia,cetuximab,0
Small Intestine Dysplasia,paclitaxel albumin,0
Small Intestine Dysplasia,aflibercept,0
Small Intestine Dysplasia,sacituzumab govitecan,0
Small Intestine Dysplasia,eribulin,0
Small Intestine Dysplasia,paclitaxel,0
Small Intestine Dysplasia,sodium chloride,1
Small Intestine Dysplasia,encorafenib,0
Small Intestine Dysplasia,everolimus,0
Small Intestine Dysplasia,vinorelbine,0
Small Intestine Dysplasia,pemetrexed,0
Small Intestine Dysplasia,binimetinib,0
Small Intestine Dysplasia,carboplatin,0
Small Intestine Dysplasia,abiraterone,0
Small Intestine Dysplasia,denosumab,0
Small Intestine Dysplasia,everolimus,0
Small Intestine Dysplasia,filgrastim,0
Small Intestine Dysplasia,fluorouracil,0
Small Intestine Dysplasia,doxorubicin,0
Small Intestine Dysplasia,gemcitabine,0
Small Intestine Dysplasia,regorafenib,0
Small Intestine Dysplasia,selpercatinib,0
Small Intestine Dysplasia,remdesivir,0
Small Intestine Dysplasia,enoxaparin,0
Small Intestine Dysplasia,irinotecan,0
Small Intestine Dysplasia,nintedanib,0
Small Intestine Dysplasia,plerixafor,0
Small Intestine Dysplasia,alpelisib,0
Small Intestine Dysplasia,rucaparib,0
Small Intestine Dysplasia,temozolomide,0
Small Intestine Dysplasia,oxaliplatin,1
Small Intestine Dysplasia,sotorasib,0
Gastrointestinal Carcinoma Invasive,pembrolizumab,11
Gastrointestinal Carcinoma Invasive,osimertinib,0
Gastrointestinal Carcinoma Invasive,nivolumab,7
Gastrointestinal Carcinoma Invasive,abemaciclib,0
Gastrointestinal Carcinoma Invasive,emtansine trastuzumab,0
Gastrointestinal Carcinoma Invasive,pertuzumab,0
Gastrointestinal Carcinoma Invasive,panitumumab,0
Gastrointestinal Carcinoma Invasive,alectinib,0
Gastrointestinal Carcinoma Invasive,dabrafenib,0
Gastrointestinal Carcinoma Invasive,niraparib,0
Gastrointestinal Carcinoma Invasive,trastuzumab,10
Gastrointestinal Carcinoma Invasive,cabozantinib,3
Gastrointestinal Carcinoma Invasive,deruxtecan trastuzumab,2
Gastrointestinal Carcinoma Invasive,ramucirumab,1
Gastrointestinal Carcinoma Invasive,atezolizumab,15
Gastrointestinal Carcinoma Invasive,bevacizumab,25
Gastrointestinal Carcinoma Invasive,olaparib,0
Gastrointestinal Carcinoma Invasive,trametinib,1
Gastrointestinal Carcinoma Invasive,ribociclib,1
Gastrointestinal Carcinoma Invasive,durvalumab,1
Gastrointestinal Carcinoma Invasive,lenvatinib,6
Gastrointestinal Carcinoma Invasive,palbociclib,3
Gastrointestinal Carcinoma Invasive,trifluridine tipiracil,0
Gastrointestinal Carcinoma Invasive,ipilimumab,3
Gastrointestinal Carcinoma Invasive,pazopanib,1
Gastrointestinal Carcinoma Invasive,crizotinib,2
Gastrointestinal Carcinoma Invasive,trabectedin,0
Gastrointestinal Carcinoma Invasive,avelumab,1
Gastrointestinal Carcinoma Invasive,lorlatinib,0
Gastrointestinal Carcinoma Invasive,enzalutamide,0
Gastrointestinal Carcinoma Invasive,afatinib,1
Gastrointestinal Carcinoma Invasive,capecitabine,18
Gastrointestinal Carcinoma Invasive,cetuximab,6
Gastrointestinal Carcinoma Invasive,paclitaxel albumin,3
Gastrointestinal Carcinoma Invasive,aflibercept,0
Gastrointestinal Carcinoma Invasive,sacituzumab govitecan,0
Gastrointestinal Carcinoma Invasive,eribulin,2
Gastrointestinal Carcinoma Invasive,paclitaxel,43
Gastrointestinal Carcinoma Invasive,sodium chloride,4
Gastrointestinal Carcinoma Invasive,encorafenib,0
Gastrointestinal Carcinoma Invasive,everolimus,2
Gastrointestinal Carcinoma Invasive,vinorelbine,4
Gastrointestinal Carcinoma Invasive,pemetrexed,0
Gastrointestinal Carcinoma Invasive,binimetinib,0
Gastrointestinal Carcinoma Invasive,carboplatin,24
Gastrointestinal Carcinoma Invasive,abiraterone,1
Gastrointestinal Carcinoma Invasive,denosumab,1
Gastrointestinal Carcinoma Invasive,everolimus,2
Gastrointestinal Carcinoma Invasive,filgrastim,0
Gastrointestinal Carcinoma Invasive,fluorouracil,137
Gastrointestinal Carcinoma Invasive,doxorubicin,31
Gastrointestinal Carcinoma Invasive,gemcitabine,43
Gastrointestinal Carcinoma Invasive,regorafenib,3
Gastrointestinal Carcinoma Invasive,selpercatinib,0
Gastrointestinal Carcinoma Invasive,remdesivir,0
Gastrointestinal Carcinoma Invasive,enoxaparin,0
Gastrointestinal Carcinoma Invasive,irinotecan,8
Gastrointestinal Carcinoma Invasive,nintedanib,0
Gastrointestinal Carcinoma Invasive,plerixafor,2
Gastrointestinal Carcinoma Invasive,alpelisib,0
Gastrointestinal Carcinoma Invasive,rucaparib,0
Gastrointestinal Carcinoma Invasive,temozolomide,0
Gastrointestinal Carcinoma Invasive,oxaliplatin,32
Gastrointestinal Carcinoma Invasive,sotorasib,0
Rectal Dysplasia,pembrolizumab,0
Rectal Dysplasia,osimertinib,0
Rectal Dysplasia,nivolumab,0
Rectal Dysplasia,abemaciclib,0
Rectal Dysplasia,emtansine trastuzumab,0
Rectal Dysplasia,pertuzumab,0
Rectal Dysplasia,panitumumab,1
Rectal Dysplasia,alectinib,0
Rectal Dysplasia,dabrafenib,0
Rectal Dysplasia,niraparib,0
Rectal Dysplasia,trastuzumab,0
Rectal Dysplasia,cabozantinib,0
Rectal Dysplasia,deruxtecan trastuzumab,0
Rectal Dysplasia,ramucirumab,0
Rectal Dysplasia,atezolizumab,0
Rectal Dysplasia,bevacizumab,1
Rectal Dysplasia,olaparib,0
Rectal Dysplasia,trametinib,0
Rectal Dysplasia,ribociclib,0
Rectal Dysplasia,durvalumab,0
Rectal Dysplasia,lenvatinib,0
Rectal Dysplasia,palbociclib,0
Rectal Dysplasia,trifluridine tipiracil,0
Rectal Dysplasia,ipilimumab,0
Rectal Dysplasia,pazopanib,0
Rectal Dysplasia,crizotinib,0
Rectal Dysplasia,trabectedin,0
Rectal Dysplasia,avelumab,0
Rectal Dysplasia,lorlatinib,0
Rectal Dysplasia,enzalutamide,0
Rectal Dysplasia,afatinib,0
Rectal Dysplasia,capecitabine,1
Rectal Dysplasia,cetuximab,0
Rectal Dysplasia,paclitaxel albumin,0
Rectal Dysplasia,aflibercept,0
Rectal Dysplasia,sacituzumab govitecan,0
Rectal Dysplasia,eribulin,0
Rectal Dysplasia,paclitaxel,0
Rectal Dysplasia,sodium chloride,1
Rectal Dysplasia,encorafenib,0
Rectal Dysplasia,everolimus,0
Rectal Dysplasia,vinorelbine,0
Rectal Dysplasia,pemetrexed,0
Rectal Dysplasia,binimetinib,0
Rectal Dysplasia,carboplatin,0
Rectal Dysplasia,abiraterone,0
Rectal Dysplasia,denosumab,0
Rectal Dysplasia,everolimus,0
Rectal Dysplasia,filgrastim,0
Rectal Dysplasia,fluorouracil,7
Rectal Dysplasia,doxorubicin,0
Rectal Dysplasia,gemcitabine,0
Rectal Dysplasia,regorafenib,0
Rectal Dysplasia,selpercatinib,0
Rectal Dysplasia,remdesivir,0
Rectal Dysplasia,enoxaparin,0
Rectal Dysplasia,irinotecan,0
Rectal Dysplasia,nintedanib,0
Rectal Dysplasia,plerixafor,0
Rectal Dysplasia,alpelisib,0
Rectal Dysplasia,rucaparib,0
Rectal Dysplasia,temozolomide,0
Rectal Dysplasia,oxaliplatin,2
Rectal Dysplasia,sotorasib,0
Ampullary Carcinoma In Situ,pembrolizumab,0
Ampullary Carcinoma In Situ,osimertinib,0
Ampullary Carcinoma In Situ,nivolumab,0
Ampullary Carcinoma In Situ,abemaciclib,0
Ampullary Carcinoma In Situ,emtansine trastuzumab,0
Ampullary Carcinoma In Situ,pertuzumab,0
Ampullary Carcinoma In Situ,panitumumab,0
Ampullary Carcinoma In Situ,alectinib,0
Ampullary Carcinoma In Situ,dabrafenib,0
Ampullary Carcinoma In Situ,niraparib,0
Ampullary Carcinoma In Situ,trastuzumab,0
Ampullary Carcinoma In Situ,cabozantinib,0
Ampullary Carcinoma In Situ,deruxtecan trastuzumab,0
Ampullary Carcinoma In Situ,ramucirumab,0
Ampullary Carcinoma In Situ,atezolizumab,0
Ampullary Carcinoma In Situ,bevacizumab,0
Ampullary Carcinoma In Situ,olaparib,0
Ampullary Carcinoma In Situ,trametinib,0
Ampullary Carcinoma In Situ,ribociclib,0
Ampullary Carcinoma In Situ,durvalumab,0
Ampullary Carcinoma In Situ,lenvatinib,0
Ampullary Carcinoma In Situ,palbociclib,0
Ampullary Carcinoma In Situ,trifluridine tipiracil,0
Ampullary Carcinoma In Situ,ipilimumab,0
Ampullary Carcinoma In Situ,pazopanib,0
Ampullary Carcinoma In Situ,crizotinib,0
Ampullary Carcinoma In Situ,trabectedin,0
Ampullary Carcinoma In Situ,avelumab,0
Ampullary Carcinoma In Situ,lorlatinib,0
Ampullary Carcinoma In Situ,enzalutamide,0
Ampullary Carcinoma In Situ,afatinib,0
Ampullary Carcinoma In Situ,capecitabine,0
Ampullary Carcinoma In Situ,cetuximab,0
Ampullary Carcinoma In Situ,paclitaxel albumin,0
Ampullary Carcinoma In Situ,aflibercept,0
Ampullary Carcinoma In Situ,sacituzumab govitecan,0
Ampullary Carcinoma In Situ,eribulin,0
Ampullary Carcinoma In Situ,paclitaxel,0
Ampullary Carcinoma In Situ,sodium chloride,0
Ampullary Carcinoma In Situ,encorafenib,0
Ampullary Carcinoma In Situ,everolimus,0
Ampullary Carcinoma In Situ,vinorelbine,0
Ampullary Carcinoma In Situ,pemetrexed,0
Ampullary Carcinoma In Situ,binimetinib,0
Ampullary Carcinoma In Situ,carboplatin,0
Ampullary Carcinoma In Situ,abiraterone,0
Ampullary Carcinoma In Situ,denosumab,0
Ampullary Carcinoma In Situ,everolimus,0
Ampullary Carcinoma In Situ,filgrastim,0
Ampullary Carcinoma In Situ,fluorouracil,0
Ampullary Carcinoma In Situ,doxorubicin,0
Ampullary Carcinoma In Situ,gemcitabine,1
Ampullary Carcinoma In Situ,regorafenib,0
Ampullary Carcinoma In Situ,selpercatinib,0
Ampullary Carcinoma In Situ,remdesivir,0
Ampullary Carcinoma In Situ,enoxaparin,0
Ampullary Carcinoma In Situ,irinotecan,0
Ampullary Carcinoma In Situ,nintedanib,0
Ampullary Carcinoma In Situ,plerixafor,0
Ampullary Carcinoma In Situ,alpelisib,0
Ampullary Carcinoma In Situ,rucaparib,0
Ampullary Carcinoma In Situ,temozolomide,0
Ampullary Carcinoma In Situ,oxaliplatin,0
Ampullary Carcinoma In Situ,sotorasib,0
Duodenal Carcinoma In Situ,pembrolizumab,0
Duodenal Carcinoma In Situ,osimertinib,0
Duodenal Carcinoma In Situ,nivolumab,0
Duodenal Carcinoma In Situ,abemaciclib,0
Duodenal Carcinoma In Situ,emtansine trastuzumab,0
Duodenal Carcinoma In Situ,pertuzumab,0
Duodenal Carcinoma In Situ,panitumumab,0
Duodenal Carcinoma In Situ,alectinib,0
